343,GREENWOOD ST + 192 GREENWOOD ST,42.224789,-71.795098
344,GREENWOOD ST + UPLAND ST,42.223878,-71.796104
346,GREENWOOD ST + SOUTHOLD RD,42.220479,-71.796823
347,GREENWOOD ST + CONWAY ST,42.219661,-71.796814
348,GREENWOOD ST + RYBERG TER,42.218158,-71.796713
349,GREENWOOD ST + 328A GREENWOOD ST,42.215933,-71.79615
350,GREENWOOD ST + ARNOLD RD,42.215138,-71.796006
351,GREENWOOD ST + FAIR PLAZA,42.213596,-71.795943
352,GREENWOOD ST + RT 20,42.212538,-71.795768
353,GREENWOOD ST + FAIR PLAZA SHELTER,42.214056,-71.795848
354,GREENWOOD ST + ARNOLD RD,42.21513,-71.795895
356,GREENWOOD ST + 327 GREENWOOD ST,42.216958,-71.796293
357,GREENWOOD ST + RYBERG TER,42.2185,-71.796626
358,GREENWOOD ST + CONWAY ST,42.219406,-71.796612
359,GREENWOOD ST + SOUTHOLD RD,42.220645,-71.796658
362,GREENWOOD ST + 187 GREENWOOD ST,42.224454,-71.795171
363,GREENWOOD ST + FORSBERG ST,42.226046,-71.793634
364,GREENWOOD ST + 127 GREENWOOD ST,42.22713,-71.79297
365,GREENWOOD ST + TATMAN ST,42.228625,-71.792906
366,GREENWOOD ST + KOSTA ST,42.230063,-71.793098
367,GREENWOOD ST + EKMAN ST,42.231263,-71.793526
368,GROVE ST + FARADAY ST,42.275687,-71.800723
369,GROVE ST + LANCASTER ST,42.276443,-71.801251
370,GROVE ST + FIRE STATION,42.27808,-71.803088
371,GROVE ST + CEMETERY,42.279328,-71.804324
372,GROVE ST + NORTH ST,42.280718,-71.805256
373,GROVE ST + BROOKFIELD ST,42.282555,-71.80633
374,GROVE ST + GLENNIE ST,42.284016,-71.80722
375,GROVE ST + 74 GROVE ST,42.274893,-71.800528
378,GROVE ST + NORTH ST,42.280981,-71.805543
379,GROVE ST + CHADWICK ST,42.2866,-71.80729
380,GROVE ST + GLENNIE ST,42.284398,-71.807561
381,GROVE ST + BROOKFIELD ST,42.28226,-71.806275
382,GROVE ST + CEMETERY,42.279613,-71.804653
383,GROVE ST + FIRE STATION,42.277723,-71.80292
384,GROVE ST + 106 GROVE ST,42.276377,-71.801347
385,GROVE ST + FARADAY ST,42.274988,-71.800648
386,GROVE ST + CONCORD ST,42.273653,-71.800416
387,HAMILTON ST + DUPONT ST,42.255833,-71.783951
388,HAMILTON ST + PLANTATION ST,42.25593,-71.78198
389,HAMILTON ST + INGLESIDE AVE,42.25598,-71.78052
391,HAMILTON ST + PILGRIM AVE,42.256026,-71.778861
393,HAMILTON ST + DELMONT AVE,42.2562,-71.77602
394,HAMILTON ST AT DANA,42.256297,-71.774307
395,HAMILTON ST + WARNER AVE,42.256328,-71.772817
397,HAMILTON ST + TRAHAN AVE,42.257111,-71.769756
398,HAMILTON ST + ELMIRE AVE,42.257274,-71.769217
399,HAMILTON ST + ERNEST AVE,42.25781,-71.76744
401,HAMILTON ST + HAROLD ST,42.25899,-71.76535
402,HAMILTON ST + COMMONWEALTH AVE,42.259164,-71.764995
404,HAMILTON ST + BOSTON AVE,42.258877,-71.76213
406,HAMILTON ST + COBURN AVE,42.25952,-71.75916
407,HAMILTON ST + PARK ROAD ENTRANCE,42.25996,-71.75574
409,HAMILTON ST + WARNER AVE,42.256536,-71.773195
410,HAMILTON ST AT DANA,42.256486,-71.774347
411,HAMILTON ST + PILGRIM AVE,42.256235,-71.77893
412,HAMILTON ST + INGLESIDE AVE,42.25619,-71.7802
413,HAMILTON ST + PALISADES ST,42.25929,-71.76023
414,HAMILTON ST + MIDDLESEX AVE,42.2595,-71.76338
415,HAMILTON ST + RALPH AVE,42.25956,-71.76434
417,HAMILTON ST + HAROLD ST,42.25893,-71.76593
418,HAMILTON ST + ANDERSON AVE,42.25836,-71.76686
420,HAMILTON ST + HARRINGTON WAY,42.2575,-71.76915
421,HAMILTON ST + GORDON ST,42.257073,-71.770507
422,HAMILTON ST + DELMONT AVE,42.256459,-71.775608
423,HAMILTON ST AT PURITAN,42.256269,-71.77788
424,HAMILTON ST + PLANTATION ST,42.25609,-71.78228
425,HAMILTON ST + PARK ROAD ENTRANCE,42.260143,-71.754637
426,HAMILTON ST + COBURN AVE,42.25983,-71.75848
432,HARDING ST + CROMPTON PARK,42.249606,-71.801243
433,HARVARD ST + DIX ST,42.26897,-71.80241
437,LINCOLN ST + HAVEN LANE,42.297355,-71.761026
438,HIGHLAND ST + HARVARD ST,42.27148,-71.8021
439,HIGHLAND ST + DEAN ST,42.2713,-71.80448
440,HIGHLAND ST + NORTH ASHLAND ST,42.271119,-71.807175
441,HIGHLAND ST + SCHUSSLER RD,42.27095,-71.809005
442,HIGHLAND ST + EINHORN RD,42.27069,-71.81167
443,HIGHLAND ST + DOVER ST,42.27055,-71.81348
444,HIGHLAND ST + PARK AVE,42.27037,-71.81577
445,HIGHLAND ST + GERMAIN ST,42.27023,-71.81814
446,HIGHLAND ST + HAVILAND ST,42.27025,-71.81959
447,HIGHLAND ST + SUBURBAN RD,42.27004,-71.8217
448,HIGHLAND ST + NEWTON SQ,42.26991,-71.82463
449,HIGHLAND ST + HAVILAND ST,42.27009,-71.82003
450,HIGHLAND ST + GERMAIN ST,42.27018,-71.81818
451,HIGHLAND ST + NEWTON SQ,42.269842,-71.824186
453,HIGHLAND ST + SUBURBAN RD,42.27,-71.82186
455,HIGHLAND ST + PARK AVE,42.27036,-71.81532
456,HIGHLAND ST + SOMERSET ST,42.27049,-71.81361
458,HIGHLAND ST + SEVER ST,42.27067,-71.81133
459,HIGHLAND ST + WEST ST,42.270916,-71.808105
460,HIGHLAND ST + NORTH ASHLAND ST,42.27108,-71.8064
461,HIGHLAND ST + GOULDING ST,42.27123,-71.80452
467,HOOPER ST + BELMONT ST,42.272662,-71.790207
468,HOOPER ST + KENDALL ST,42.273526,-71.789903
469,HOOPER ST AT CATHERINE,42.275022,-71.789446
470,HOOPER ST + KENDALL ST,42.273378,-71.78985
471,HOOPER ST AT CATHERINE,42.274828,-71.789302
477,HOSPITAL DR + BELMONT ST,42.273963,-71.772546
478,HOSPITAL DR + BELMONT ST,42.273986,-71.772656
479,JAMES ST + 70 JAMES ST,42.23244,-71.84955
480,JAMES ST + GENESEE ST,42.23443,-71.84963
481,JAMES ST + AIRPORT CIRCLE,42.23561,-71.84982
482,JUNE ST + PLEASANT ST,42.269256,-71.826453
484,JUNE ST + NEVADA ST,42.26754,-71.82876
485,JUNE ST + HADWEN RD,42.26643,-71.83039
486,JUNE ST + EDGEWOOD ST,42.26553,-71.83167
487,JUNE ST + CHANDLER ST,42.26411,-71.83378
490,JUNE ST + MAY ST,42.26331,-71.83618
491,JUNE ST + COURTLAND ST,42.2637,-71.83488
492,JUNE ST + EDGEWOOD ST,42.26556,-71.83157
493,JUNE ST + BROWNELL ST,42.26644,-71.83029
494,JUNE ST + BERKMANS ST,42.26732,-71.82902
495,JUNE ST + COMMODORE RD,42.26833,-71.82756
497,JUNE ST + PLEASANT ST,42.26955,-71.82579
498,KING ST + JAQUES AVE,42.258871,-71.814675
499,KING ST + BLUFF ST,42.258705,-71.816335
500,LAKE AVE + BELMONT ST,42.27499,-71.75837
501,LAKE AVE + LINCOLN PARK TOWERS,42.27265,-71.75897
502,LAKE AVE + HAMILTON ST,42.26044,-71.7537
503,LAKE AVE + NONQUIT ST,42.26189,-71.7543
504,LAKE AVE + LAKE PARK,42.26197,-71.75397
505,LAKE AVE + ANNA ST,42.264151,-71.754542
506,LAKE AVE + OTHELLO RD,42.266434,-71.755256
507,LAKE AVE + LAKEVIEW ST,42.268447,-71.755694
509,LAKE AVE + WIGWAM AVE,42.27204,-71.75914
510,LAKE AVE + HAMILTON ST,42.26042,-71.75404
511,LAKE AVE + OTHELLO RD,42.26467,-71.75481
512,LAKE AVE + ANNA ST,42.266323,-71.755461
513,LAKE AVE + LAKEVIEW ST,42.26815,-71.75584
515,LANCASTER ST + DIX ST,42.26942,-71.80324
516,LINCOLN ST AT OLD LINCOLN 1,42.272263,-71.79851
518,LINCOLN ST AT OLD LINCOLN 2,42.27371,-71.797531
519,LINCOLN ST AT CATHERINE,42.276443,-71.795323
520,LINCOLN ST AT FORESDALE,42.277683,-71.794505
521,LINCOLN ST AT FORBES,42.279368,-71.793558
522,LINCOLN ST AT GREENHILL,42.281568,-71.792653
523,LINCOLN ST AT MCKINLEY,42.283118,-71.792048
525,LINCOLN ST AT BRITTAN,42.286066,-71.790793
526,LINCOLN ST AT BUCKINGHAM,42.287481,-71.78918
527,LINCOLN ST AT GORHAM,42.28842,-71.787813
528,LINCOLN ST AT WAKEFIELD,42.289381,-71.786421
529,LINCOLN ST AT HANOVER INS,42.291328,-71.782178
530,LINCOLN ST AT MARSH,42.292083,-71.780206
531,LINCOLN ST AT TRINITY,42.29295,-71.7783
532,LINCOLN ST AT DENNY'S,42.293999,-71.775838
533,LINCOLN ST + MCDONALDS,42.29525,-71.77271
534,LINCOLN ST + TYLER PRENTICE RD,42.29582,-71.7709
535,LINCOLN ST + PASADENA PKWY,42.29647,-71.76942
536,LINCOLN ST + BENSON AVE,42.29753,-71.76754
537,LINCOLN ST + BOYLSTON ST,42.29756,-71.76779
538,LINCOLN ST + PASADENA PKWY,42.29672,-71.76912
539,LINCOLN ST + MCDONALDS OPP LINC PLAZA,42.2954,-71.77262
540,LINCOLN ST + DENNY'S,42.29462,-71.77503
541,LINCOLN ST AT GOLDWAITHE,42.293111,-71.778198
542,LINCOLN ST AT BEVERLY,42.292241,-71.780111
543,LINCOLN ST AT HANOVER INS,42.291606,-71.781955
544,LINCOLN ST AT ORAN,42.289325,-71.78674
546,LINCOLN ST AT FROTHINGHAM,42.287553,-71.789283
547,LINCOLN ST AT NORTON,42.285678,-71.791118
548,LINCOLN ST AT HARLOW,42.283008,-71.792191
549,LINCOLN ST AND PERKINS ST,42.278915,-71.793868
550,LINCOLN ST AT CRESCENT,42.275918,-71.795783
551,LINCOLN ST AT 290 RAMP,42.273986,-71.797565
553,LINCOLN ST AT LINCOLN SQ,42.271896,-71.798835
554,LINCOLN ST AT GREENHILL,42.281355,-71.79286
555,LINCOLN ST AT FREDERICK,42.277675,-71.794615
556,LINDEN ST + 11 LINDEN ST,42.26472,-71.80586
557,LINDEN ST + WILLIAM ST,42.26692,-71.80462
558,LINDEN ST + CEDAR ST,42.26631,-71.80524
560,LOVELL ST + COLUMBUS ST,42.253578,-71.832774
561,LOVELL ST + LAKESIDE AVE,42.250527,-71.832163
562,LOVELL ST + LAKESIDE AVE,42.250241,-71.831848
563,LOVELL ST + SPAULDING ST,42.252481,-71.832436
565,LOVELL ST + MAYWOOD ST,42.254175,-71.832548
566,MAJ TAYLOR BLVD AT MCP,42.269815,-71.798581
567,MAJ TAYLOR BLVD AT BELMONT,42.270951,-71.79859
569,MAJ TAYLOR BLVD AT HIGHLAND,42.270848,-71.798906
570,MAJ TAYLOR BLVD AT MCP,42.2698,-71.798883
572,MAIN ST + FOSTER ST,42.265563,-71.801243
573,MAIN ST + THOMAS ST,42.268193,-71.800441
575,MAIN ST AT MILL,42.245098,-71.833271
576,MAIN ST + CURTIS ST,42.244708,-71.835516
577,MAIN ST + ARBOR VITAE ST,42.244254,-71.837398
578,MAIN ST + WAYNE ST,42.24386,-71.83888
579,MAIN ST + YOUNG ST,42.24306,-71.84119
580,MAIN ST + HOLLAND RD,42.24279,-71.84262
581,MAIN ST AT GATES LANE,42.242635,-71.844318
582,MAIN ST AT BROOKLINE,42.242333,-71.845403
584,MAIN ST AT SYLVAN,42.241757,-71.848313
585,MAIN ST AT EUREKA,42.241363,-71.849921
586,MAIN ST + GRANDVIEW AVE,42.241021,-71.852026
588,MAIN ST + ARMANDALE ST,42.240386,-71.854911
589,MAIN ST + LUDLOW ST,42.239846,-71.85631
590,MAIN ST + GOULD HILL RD,42.240441,-71.859998
592,MAIN ST + LEICESTER LINE,42.240783,-71.86359
594,MAIN ST AT CHATHAM,42.261566,-71.80327
596,MAIN ST + WELLINGTON ST,42.25807,-71.80762
597,MAIN ST + JACKSON ST,42.25677,-71.81008
599,MAIN ST + OREAD PL,42.25565,-71.81225
600,MAIN ST + MAY ST,42.2544,-71.81473
601,MAIN ST + CLAREMONT ST,42.25362,-71.81601
602,MAIN ST + NORWOOD ST,42.25246,-71.81816
603,MAIN ST + HAWTHORNE ST,42.25138,-71.82017
604,MAIN ST + GATES ST,42.24994,-71.82285
605,MAIN ST + BEAVER ST,42.24928,-71.82404
607,MAIN ST + MARBLE ST,42.24766,-71.82706
608,MAIN ST + LUCIAN ST,42.24669,-71.8288
609,MAIN ST + CAMBRIDGE ST,42.24546,-71.83141
610,MAIN ST AT HITCHCOCK,42.246163,-71.829671
611,MAIN ST + TIRRELL ST,42.24688,-71.82828
612,MAIN ST + LOWELL ST,42.24764,-71.82689
614,MAIN ST + WYMAN ST,42.25139,-71.81993
615,MAIN ST + GARDNER ST,42.25213,-71.81855
616,MAIN ST + RIPLEY ST,42.25336,-71.81625
617,MAIN ST + LAGRANGE ST,42.25635,-71.81071
